SMILES,log-likelihoodog
Cn1nnc2cc(-c3nn(-c4nnc(NCc5ccc6c(c5)OCO6)s4)s3)ccc21,20.888334807535674
c1csc(-c2cc(-n3ccc(N4CCCCC4)n3)nc(NCc3cscn3)n2)n1,20.88595015540021
Cn1nc(-c2nc(-n3cc(CSc4nc5ccccc5o4)nn3)c[nH]2)sc1=S,20.87008767008163
Oc1nnc(-c2cnc3cnc(CSc4nc(-c5cccs5)cs4)nn23)s1,20.84875290826656
O=C(O)/C=C/c1ccc(-n2cc(-c3nc(-n4cccn4)nc4sccc34)nn2)cc1,20.8385008218567
COc1ccc(-n2cc(-c3cn(-c4ccc5c(c4)CCNC5)nn3)nn2)c(-c2nncs2)c1,20.812463653167978
CC(C)(C)Oc1ccc(-c2nnn(-c3ncnc(-c4ccc(CS)s4)n3)n2)cn1,20.809464486729123
O=C(O)CCn1nc(-n2cc(-c3ccsc3)nn2)nc1-c1ccc2scnc2c1,20.798959788436708
O=C(O)c1ccc(-n2nncc2Oc2cccc(-n3cc(N4CCOCC4)cn3)c2)cc1,20.79810950697853
NCc1nc(-c2nc3snc(Oc4ccc(-n5nccn5)cc4)c3s2)cs1,20.78033770250822
CCOC(=O)c1sc(=S)sc1C(=O)Oc1ccc(-c2nnc(O)s2)cc1,20.758542235472472
c1csc(-c2nnn(-c3cc(-n4ccc(-c5cncs5)n4)nc(NC4CC4)n3)n2)c1,20.75772482898294
S=C(Cn1ncc(-c2cnc(-c3csnn3)s2)n1)Nc1ccc(-n2cccn2)cc1,20.732223713891845
CNc1nsc(-n2ccc(-c3cc(F)cc(-n4cnnc4-c4cccs4)n3)n2)n1,20.731936489002113
C(=N/Nc1ccc(-c2nnn(-c3ccccc3)n2)nc1)\c1ccc(-n2cncn2)s1,20.713619857246908
OC1CC(c2cccnc2)CCN1Cc1cc(-c2csnn2)sc1-c1nnsn1,20.71061594869834
O=C(Nc1nnc(-c2cccs2)s1)c1nc(-c2ncn(C3CCS3)n2)cs1,20.707098597623432
O=C(Cn1cc(-c2cc(-n3nccn3)ns2)nn1)Nc1ccc2ncsc2c1,20.683645341946445
c1ccc(Oc2nn(-c3ncc(-c4nnsc4N[C@H]4CCSC4)nn3)s2)cc1,20.65007654017428
O=C(O)SCc1ccc(-n2cc(-c3csn4c(-c5cccs5)nnc34)nn2)cc1,20.648281751456196
CNc1nnc(Oc2ccc(-c3noc(N4CCC5(CCCS5)CC4)n3)cn2)s1,20.64663371551822
COc1ccc(-c2nnn(-c3nc(NC4=NC(C(F)(F)F)SC4)cs3)n2)cn1,20.6419048005485
COC(=O)Nc1nc2sc(CN3CCCCC3)c(-c3csc(-n4nccn4)n3)c2s1,20.616719183183037
Oc1cc(CSc2cnc(-c3nc4c(s3)CCCC4)nn2)sc1-n1ccnn1,20.615798414110017
CNc1ncnc2c1ncn2Cc1ccc(-c2nc(-n3nccn3)ns2)s1,20.537330154313644
c1ccc(-n2cc(-c3nnn(-c4ccc(Oc5cccc6c5CCN6)nc4)n3)nn2)cc1,20.533287360827792
O=C(O)c1csc(-c2nc(CN3CCC(n4cnc5cccnc54)C3)cs2)n1,20.489767956207846
CNc1nc(-c2nnn(-c3ccc4nc(-n5cc(Cl)nc5C)sc4c3)n2)ns1,20.479532710832334
Nc1nc(-c2cccs2)nc(-n2nnc3cc(Oc4ccn5cccc5n4)ccc32)n1,20.479352897836442
Cc1nsc(-n2c(SCC3CN=NN3)nnc2-c2cc3ccccc3s2)n1,20.44011836757224
COc1ccc(-c2nnsn2)c(-c2nnc(SC3CN(C(=S)S)C3)o2)c1,20.43403429652523
Cc1ccn(-c2csc(-c3ccc4nc(Sc5nnc(N)s5)ncc4c3)n2)n1,20.433097681121094
OC1C(c2ccncn2)CCN1Cc1csc(-c2csc(-c3csnn3)n2)n1,20.431324829385037
CNc1cc(=S)sc(-n2nc(-c3ccsc3)nc2-c2ccc3nc(C)nn3n2)n1,20.42199119126767
S=C(N/N=C/c1nn(-c2nccs2)nc1-c1csnn1)SCC1CCC1,20.380158303867237
COc1ccc(-c2nnn(-c3ccc(O)c(C(=O)N4CCc5scnc5C4)c3)n2)cn1,20.378399074530208
CC(C)(CNc1nc(-n2nnc(-c3cscn3)n2)cs1)c1ccc2c(c1)OCO2,20.373532066677203
Cn1c(=S)[nH]c2c1nc(-c1cccs1)n2Cc1ccc(-c2nnsn2)nn1,20.366245628664505
Nc1ncc(Oc2ccc(-n3cnc(-c4cn(-c5cccc(F)c5)nn4)n3)cc2)s1,20.36387070622876
c1cc(-c2csnn2)ccc1Cn1cnc2nc(-c3cn(C4CCNC4)nn3)sc21,20.361953549142243
Cc1noc(-c2ncc(CN3CCC(c4ccc(-n5nccn5)s4)CC3)s2)n1,20.34266625820695
Cc1nsc(N2CCC(Nc3ccnc(-n4cnc(-c5nccs5)n4)c3)CC2)n1,20.33626927736382
COc1ccn2nc(-n3cc(CNc4nc(-c5cccs5)cs4)nn3)nc2c1F,20.33448203166755
S=c1cnn(-c2nnc(-c3cn(Cc4ccc(-c5ccccc5)cc4)nn3)nn2)s1,20.324888304610866
CNc1nc2ccn(-c3nnc(-c4ccc(CN5CCCCC5)s4)nn3)c2s1,20.32280423290012
Fc1cccc(-n2cc(-c3cn(-c4nnc(NCc5cccs5)nn4)nn3)cn2)c1,20.300994971323274
CSc1nnc(-c2nnc(N3CCC[C@H](Nc4nc5ccncc5o4)C3)s2)s1,20.29903371688708
COc1nnc(-c2ccc(CN3CCC(c4nsc5c(N)ncnc45)C3)s2)s1,20.29042759099994
COc1ccc(-c2nc3n(n2)c(NCc2nc4ccccc4s2)nc2nncn23)cc1,20.28748880494875
c1csc(-c2ncn(-c3nc(-c4ccc5c(c4)CN[C@@H]5Cn4nccn4)cs3)n2)n1,20.274198596309898
Nc1nc(-c2nc3sccc3nc2Oc2ccc(-n3cc(N4CC4)nn3)s2)cs1,20.25779940654787
c1csc(-n2nnc(-c3nc(-c4ncnn4CC4CCCSS4)cs3)n2)c1,20.25573697011696
Oc1ccc(-n2nnc(-c3ccco3)n2)cc1CSc1nc2ccc(Cl)cn2n1,20.238105851027544
N#Cc1cnn2c(NCc3ncc(-c4nnc(CN5CCCCC5)s4)s3)ccnc12,20.222080254188146
COc1cc2oc(Nc3nnc(-c4cccs4)s3)nc2cc1C(=O)N1CCOC1,20.209891215199207
Cc1ccc2cc([C@@H]3CCCN(Cc4nnc(-c5nnsn5)s4)[C@H]3O)sc2n1,20.197547859739025
Nc1nc(-n2cc(CN3CCCCC3)nc2-c2csnn2)nc2sc(C3CC3)nc12,20.18295378890235
C/C=C/c1nnc(N2CCC(Nc3nn4cc(-c5nccs5)nc4s3)C2)s1,20.18036452954574
O=C(O)c1cc(-c2nnn(CCN3CCC(c4ccc5c(c4)OCC5)CC3)n2)sn1,20.174050185020615
Cc1nccc(N2CCC(Nc3nc(-c4cccc(-n5ccnn5)n4)cs3)CC2)n1,20.15698174764614
Fc1ccc(Sc2nnnn2-c2nsc(-c3cn(-c4cccs4)nn3)n2)cc1,20.151121680599736
COc1ccc(-c2nnc(-n3cnc4c(C=S)nc(-c5cccs5)nc43)s2)cn1,20.134150950175844
COc1ccc(NC(=O)n2ncc3sc(-c4csc(N5CCCC5)n4)nc32)cn1,20.131250308098473
COc1ccc(-c2nnc3ccc(-c4nc(-c5ccc6ncnn6c5)cs4)nn23)cc1,20.12508113401236
CN1CCCC[C@H]1Nc1ccc(-n2nnc(-c3nc(-c4csnn4)ns3)n2)cc1,20.111987903383493
Nc1sc(-n2nnc(-c3cscn3)n2)cc1-c1nc(CN2CCCCC2)cs1,20.104135209863404
c1cn(-c2nc(NC3CCSCC3)cc(Oc3ccc(-n4ccnn4)s3)n2)cn1,20.103633335637603
Nc1ncnc(N2CCC2)c1-c1nnn(-c2ccc(Oc3nc4ccccc4s3)cc2)n1,20.080391820955196
O=Cc1nn(-c2ccc(Oc3nnc(NC(=O)C4CCCCS4)s3)s2)s1,20.065225095850007
Nc1nnc(-c2cc(F)c(Cn3nc(-n4cccn4)nc3-c3cccs3)s2)s1,20.052967417402098
c1csc(-c2nc3nc(-c4cnn(CCNc5nc6ccccc6s5)n4)sn3n2)c1,20.04809730145249
Cc1nsc(-c2nc(-c3nn(-c4ccc(/C=C/C(=O)O)cc4)c(=S)s3)cs2)n1,20.034127528180445
Cc1nc(-n2nccn2)ccc1Cn1cnc2scc(-c3nc(C(=O)O)cs3)c21,20.006614301266357
NN=C1CCN(Cc2cc(-c3snnc3-c3nnn(-c4ccccc4)n3)cs2)CS1,20.000826028235817
CSc1nnc(-n2nc3c(n2)O[C@H](CNc2nc4ccccc4s2)CC3)s1,19.988886712870585
Fc1cnc2nnc(SCCNc3nc(-c4cc5ccccc5s4)ns3)n2n1,19.97047880331973
O=C(CSc1nnc(-c2nccs2)n1-c1ncccn1)Nc1nc2ccccc2s1,19.959245725643285
CC(C)(C)Sc1nn(-c2ccc(Cn3cncn3)cc2)nc1-c1nc(C(=O)O)cs1,19.95493570379846
CSc1nnc(-c2nc(CN3CCC[C@@H](c4nnc(C(=O)O)s4)C3)cs2)s1,19.954871381140546
CNC(=O)Oc1ccc(-c2nnnc3nc(Sc4nc5ccccc5s4)nn23)cc1,19.950576570829647
c1csc(Oc2nc(N3CCCCC3)cc(-n3ncc(Nc4nccs4)n3)n2)c1,19.93900811723491
Cc1ccc(-n2nnnc2-c2nnsc2NCc2cccc3c2SCCO3)nc1,19.93400418419553
Cn1c(CNc2nc3nc(-c4cccs4)nn3nc2Cl)nnc1-c1cccs1,19.896907482515733
CNc1csc(-n2nc(F)c(-c3ccn4nc(Sc5ccccc5)nc4n3)n2)n1,19.87132113830447
NCc1sc(-n2ccc(-c3nccs3)n2)nc1Oc1ccc(-n2nccn2)cc1,19.86459931130479
c1csc(-c2nnnn2-c2cc(CNc3nnc4sc(C5CC5)cn34)sn2)c1,19.863167328701977
O=C(O)c1ccc(-c2nnc(COc3ccc4sc(-n5cccn5)nc4c3)s2)s1,19.851649319811088
O=C(O)[C@@H]1CCCN1Cc1csc(-c2ncn(-c3nc(-c4cccs4)ns3)n2)n1,19.851455721328637
C(=C/c1nc(-c2csnn2)nn1-c1ccccc1)\Cn1nnc(-c2ccsc2)n1,19.842320811707143
c1ccc2c(c1)nc(Oc1ccc(-n3cc(-c4csnn4)nn3)s1)n2CC1CCN1,19.822370466473085
c1cc(-c2nnc(-c3nsc(NC4CCSC4)n3)s2)ccc1Cn1cnnn1,19.802829796105026
O=C(OCc1nc2ccccc2s1)C1(Nc2nc(-c3nnsn3)cs2)CCO1,19.793846453518903
c1cn(-c2ncc(CNc3nnc4ccc(-c5cnc(C6CC6)s5)cn34)s2)nn1,19.770481015396015
Cc1nsc(-c2sc(C(=O)NN3CCCC3)nc2-n2cnc(-c3cccs3)n2)n1,19.764013185660502
c1csc(-c2nsn2-c2ccc(Oc3ccc4nnc(CN5CCC5)n4n3)cc2)n1,19.76231293193444
Cn1cc(-c2ncc([C@H]3CCCCN3Cc3cnc(-c4csnn4)s3)s2)nn1,19.760407598107726
c1csc(-c2nnn(-c3nc(NCc4ccc5c(c4)OCO5)nc4sccc34)n2)c1,19.747880500595016
Cc1nnc(-c2cnn(-c3nc(SC(F)(F)F)nn3-c3ccc(O)cc3)c2)s1,19.72841186701411
c1csc(-c2ncn(-c3ncnc(N[C@@H]4CCN(c5nc(C6CC6)cs5)C4)n3)n2)c1,19.723560354401343
Nc1nc(Sc2ccc(-n3nc(-n4nccn4)nc3-c3cccs3)cc2)cs1,19.702998864499396
CSc1nc(N)nc(-c2nnc(-c3cc4ncsc4s3)n2-c2ccccc2)n1,19.68976961048444
COc1cccc(-n2nnc(-c3nc(C(=O)O)cs3)n2)c1N1CCC2(CCC2)CC1,19.670171546095226
c1cc(-c2nnn(-c3nnc(NCc4ccc5c(c4)OCCS5)s3)n2)ccn1,19.656704245749147
Cc1nc(N2CCN(c3nnc(-c4nc(C(=O)O)cs4)s3)CC2)sc1C,19.65076039078879
OCc1cn(Cc2ccc(-c3nc4sc(-c5csnn5)nc4s3)cn2)cn1,19.638530690158397
c1csc(-c2nc(COc3ccc(-n4cc(-c5cscn5)nn4)cc3)no2)c1,19.633983288583742
CC(=O)N1CCC(Nc2nn(-c3ccc(Oc4nn5cccc5s4)nc3)s2)CC1,19.63132661312535
O=C(O)[C@@H]1C[C@H]1c1ccc(-c2nsc(-n3nc(-c4nccs4)nc3S)n2)cc1,19.61131784942158
Cc1cc(-c2csc(N3CC(C(=O)O)C3)n2)nc(-c2nc(-n3ccs3)cs2)n1,19.604690115397798
c1csc(NCc2cn(-c3ncc(-c4ccc5c(ncn5C5CC5)n4)s3)nn2)n1,19.595751930455602
Cc1ccn2c(NCc3c(-c4csnn4)csc3-n3ccnn3)nnc2c1,19.567440652306658
Cc1nc(-c2ccc(Oc3cc(-n4nn[nH]c4=S)sn3)s2)n(-c2ccccc2)n1,19.55234480535876
CSSc1nnc(-c2ccc(-c3nnsc3N3CCC(=N)CC3=O)cc2)s1,19.54256398123166
Cn1c(-c2nn(-c3ccccc3)c(=S)s2)nc2nc(-c3nsc(CN)n3)cnc21,19.532470865987783
O/N=C/c1nc2nc(CN3CCCC3)sc2nc1-n1ccc(-c2cccs2)n1,19.526137036219108
CSc1nnc(-c2cc(-c3nc(N)cs3)n(-c3ccc4ncsc4c3)n2)s1,19.507877646553347
Clc1nc(N[C@@H]2CCNC2)nc(Oc2ccc(-n3nnnc3-c3cccs3)s2)n1,19.480122987916754
CSc1cnn(-c2cccc(Oc3nnc(-c4ccc5c(c4)NCCO5)s3)n2)n1,19.45434875396896
